ID,URL,Status,Description_short,Description,Cost_estimate,Type,Manager
0017614,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017614,PRE-CONSTRUCTION,CS 788/Harrison Road From SR 17 To SR 223 - TIA,Sidewalk rehabilitation-addition and resurfacing along Harrison Rd NE from SR 17 to SR 223 in the City of Thomson,4672000.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017615,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017615,PRE-CONSTRUCTION,SR 150 From SR 17 To CS 788/Harrison Road - TIA,Sidewalk rehabilitation-addition and resurfacing along SR 150 - Gordon Street from Mesena Road to Harrison Rd NE in the City of Thomson,4150000.0,Enhancement,Jeramy Patrick Durrence
0017616,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017616,PRE-CONSTRUCTION,Mcduffie County Pavement Rehab @ 2 Locs - TIA,,2975000.0,Maintenance,Jeramy Patrick Durrence
0017617,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017617,PRE-CONSTRUCTION,SR 17 & CS 654/Greenway Street In Thomson - TIA,Restriping of Main Street to become one-way southbound and Green Way to become one-way north bound. Both from SR 17 to Hendricks St.,1000000.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017618,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017618,PRE-CONSTRUCTION,SR 4 From CR 1507/Walton Way To CR 2285/Government Road-TIA,"Widening, resurfacing, reconstructing the existing curb and gutter, sidewalks, lighting and storm sewer system on 15th Street from Walton way to Government street.",8145304.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017619,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017619,PRE-CONSTRUCTION,Augusta Transit Operations & Maintenance - TIA,,23000000.0,Intermodal,Jeramy Patrick Durrence
0017620,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017620,PRE-CONSTRUCTION,Broad Street From SR 28 To Sand Bar Ferry Road-Phase II-TIA,,20304000.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017621,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017621,PRE-CONSTRUCTION,CR 2678/Broad Street @ Raes Creek - TIA,,3174428.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017622,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017622,PRE-CONSTRUCTION,CR 2720/Broad Street @ Raes Creek - TIA,,2420550.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017623,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017623,UNDER-CONSTRUCTION,Daniel Field Airport - TIA,,3900000.0,Intermodal,Jeramy Patrick Durrence
0017624,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017624,PRE-CONSTRUCTION,Richmond County Its Master Plan Implementation-Phase II-TIA,,7623000.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017625,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017625,PRE-CONSTRUCTION,Richmond County Its Operations & Maintenance Repairs - TIA,,2000000.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017626,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017626,PRE-CONSTRUCTION,Richmond CO Emergency & Transit Veh Preemption Sys-Phase II-TIA,,600000.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017627,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017627,UNDER-CONSTRUCTION,Acp Rail Lead Track - TIA,,13000000.0,Intermodal,Jeramy Patrick Durrence
0017628,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017628,UNDER-CONSTRUCTION,Augusta Regional Airport - Apron Expansion - TIA,,7000000.0,Intermodal,Jeramy Patrick Durrence
0017629,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017629,UNDER-CONSTRUCTION,Augusta Regional Airport - Runway 8/26 Rehabilitation - TIA,,1600000.0,Intermodal,Jeramy Patrick Durrence
0017630,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017630,PRE-CONSTRUCTION,Barton Chapel RD From Deans Bridge RD To Augusta W Pkwy-TIA,,20097176.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017631,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017631,PRE-CONSTRUCTION,Daniel Field Airport - Commercial Hanger Development - TIA,,2600000.0,Intermodal,Jeramy Patrick Durrence
0017632,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017632,UNDER-CONSTRUCTION,CR 562/Dennis Road From Stevens Creek Road To Dead End - TIA,,6395630.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017633,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017633,PRE-CONSTRUCTION,CR 3888/Doug Bernard Pkwy From SR 10 To Tobacco RD - TIA,,11882560.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017634,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017634,PRE-CONSTRUCTION,Fulcher Road From Keysville Road To Story Mill Road - TIA,,3164700.0,Maintenance,Jeramy Patrick Durrence
0017635,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017635,UNDER-CONSTRUCTION,CR 165/Golden Camp RD From Milledgeville RD To SR 4/US 1-TIA,,2063450.0,Maintenance,Jeramy Patrick Durrence
0017636,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017636,PRE-CONSTRUCTION,SR 10/US 78 From I-520 To South Carolina State Line - TIA,"Resurfacing and rehabilitation, reconstructing the existing curb and gutter, sidewalks, lighting and storm sewer system on Gordon Highway between 1-520 to state line.",15000000.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017637,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017637,UNDER-CONSTRUCTION,Hephzibah-Mcbean Road From SR 121 To Brothersville Road-TIA,,3616800.0,Maintenance,Jeramy Patrick Durrence
0017638,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017638,PRE-CONSTRUCTION,CR 200/Highland Ave From Wrightsboro Road To SR 10 - TIA,,7059397.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017639,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017639,PRE-CONSTRUCTION,Laney Walker Blvd @ Ra Dent Blvd & @ Augusta Ave - TIA,,3719430.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017640,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017640,PRE-CONSTRUCTION,Milledgeville RD From North Leg RD To Barton Chapel RD-TIA,,17011727.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017641,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017641,PRE-CONSTRUCTION,CR 2337/Monte Sano Ave From Wrightsboro RD To Walton Way-TIA,,8938270.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017642,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017642,PRE-CONSTRUCTION,New Savannah Bluff Lock & Dam Repair & Restoration - TIA,,10000000.0,Intermodal,Jeramy Patrick Durrence
0017643,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017643,PRE-CONSTRUCTION,Richmond Hill RD From Lumpkin RD To Deans Bridge RD - TIA,,9252974.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017644,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017644,PRE-CONSTRUCTION,Skinner Mill RD From Boy Scout RD To Walton Way Ext - TIA,,21962975.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017645,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017645,UNDER-CONSTRUCTION,Story Mill RD From Hephzibah Mcbean RD To Fulcher RD - TIA,,2506052.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017646,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017646,PRE-CONSTRUCTION,CR 1503/Tobacco Road From SR 4 To SR 121 - TIA,,18629405.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017647,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017647,PRE-CONSTRUCTION,Wrightsboro Road @ Ra Dent Blvd - TIA,,4924040.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017648,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017648,PRE-CONSTRUCTION,CR 200/Wheeless Road From SR 121 To SR 4 - TIA,,6437824.0,Reconstruction/Rehabilitation,Jeramy Patrick Durrence
0017649,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017649,PRE-CONSTRUCTION,CR 86/Hillman RD/Sandy Cross RD From SR 22 To Thomas RD-TIA,,800000.0,Maintenance,Jeramy Patrick Durrence
0017650,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017650,PRE-CONSTRUCTION,CR 71/Springfield RD From Greene County Line To Gullan RD-TIA,,680000.0,Maintenance,Jeramy Patrick Durrence
0017651,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017651,COMPLETED-CONSTRUCTION,CR 166/Mitchell Road From SR 16 To Glascock County Line-TIA,,1947000.0,Maintenance,Jeramy Patrick Durrence
0017652,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017652,COMPLETED-CONSTRUCTION,Mayfield RD; Five Points Jewell RD & Mt Beulah Church RD-TIA,,2577872.0,Maintenance,Jeramy Patrick Durrence
0017653,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017653,UNDER-CONSTRUCTION,Cadley Road From Old Greensboro Road To SR 80 - TIA,No data found,No data found,No data found,No data found
0017654,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017654,UNDER-CONSTRUCTION,Norwood-Camak Road From Camak City Limits To Ridge Road-TIA,,737361.65,Maintenance,Jeramy Patrick Durrence
0017655,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017655,UNDER-CONSTRUCTION,Little Briar Creek Church RD From Ricketson RD To SR 80-TIA,,606342.3,Maintenance,Jeramy Patrick Durrence
0017656,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017656,COMPLETED-CONSTRUCTION,Andrews Chapel RD From Jack Ray RD To Prospect Church RD-TIA,,528164.0,Maintenance,Jeramy Patrick Durrence
0017657,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017657,UNDER-CONSTRUCTION,CR 120/Garthright Road From SR 80 To SR 12 - TIA,,382320.0,Maintenance,Jeramy Patrick Durrence
0017658,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017658,COMPLETED-CONSTRUCTION,Rocky Branch RD From Elam Church RD To Sam Collins RD-TIA,,297092.0,Maintenance,Jeramy Patrick Durrence
0017659,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017659,PRE-CONSTRUCTION,SR 80 From SR 12 To CS 685/Freeman Street - TIA,Sidewalks along GA 80 in the City of Warrenton.,2765660.0,Enhancement,Jeramy Patrick Durrence
0017660,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017660,PRE-CONSTRUCTION,Story Road & Williams Church Creek Road - TIA,,3088000.0,Maintenance,Jeramy Patrick Durrence
0017661,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017661,PRE-CONSTRUCTION,Wilkes County Resurfacing @ 7 Locs - TIA,,2395000.0,Maintenance,Jeramy Patrick Durrence
0017662,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017662,PRE-CONSTRUCTION,CR 190/Amity Road From Lincoln County Line To SR 47 - TIA,,850000.0,Maintenance,Jeramy Patrick Durrence
0017663,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017663,PRE-CONSTRUCTION,CR 53/Bartram Trace Road From Court Ground Road To SR 44-TIA,,920000.0,Maintenance,Jeramy Patrick Durrence
0017664,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017664,PRE-CONSTRUCTION,CR 185/Metasville Road From SR 47 To Lincoln County Line-TIA,,1475000.0,Maintenance,Jeramy Patrick Durrence
0017665,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017665,PRE-CONSTRUCTION,CR 188/Newtown RD From Clark Station Church RD To SR 10-TIA,,1425000.0,Maintenance,Jeramy Patrick Durrence
0017666,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017666,PRE-CONSTRUCTION,CR 190/Oak Grove RD From SR 47 To CR 185/Metasville RD - TIA,,610300.0,Maintenance,Jeramy Patrick Durrence
0017667,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017667,PRE-CONSTRUCTION,Lundberg RD From Andrew Drive To Taliaferro County Line-TIA,,1356600.0,Maintenance,Jeramy Patrick Durrence
0017668,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017668,PRE-CONSTRUCTION,CR 68/Stoney Ridge Road From SR 44 To SR 44 - TIA,,1021700.0,Maintenance,Jeramy Patrick Durrence
0017669,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017669,PRE-CONSTRUCTION,CS 566/Liberty Street From Alexander Ave To SR 44 - TIA,,175000.0,Maintenance,Jeramy Patrick Durrence
0017670,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017670,PRE-CONSTRUCTION,CS 534/Gordon Street From SR 47 To SR 44 - TIA,,140000.0,Maintenance,Jeramy Patrick Durrence
0017671,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017671,PRE-CONSTRUCTION,CR 240/Hospital Drive From SR 47 To SR 44 - TIA,,214000.0,Maintenance,Jeramy Patrick Durrence
0017672,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017672,PRE-CONSTRUCTION,CR 198/Aonia Road From SR 17 To SR 47 - TIA,,710000.0,Maintenance,Jeramy Patrick Durrence
0017673,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017673,PRE-CONSTRUCTION,Delhi Road From SR 17/Wilkes To SR 79/Lincoln - TIA,No data found,No data found,No data found,No data found
0017678,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017678,UNDER-CONSTRUCTION,Mt Vernon RD (CR 215) - Bridge Replac,"Bridge Replacement of Mt. Vernon Road at Sugar Creek. This bridge is deficient and requires posting due to insufficient load carrying capacity, cracks along bottom of deck joints and the T-beams have deflection cracking.",2287676.06,Replacement,Muhanad AlRawi
0017691,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017691,PRE-CONSTRUCTION,City Of Columbus Resurfacing @ 8 Locs,Resurfacing the following roads: ¿ 54th Street from River Road to Veteran¿s Parkway ¿ 1.41 Miles ¿ Billings Road from Gateway Road to Warm Springs Road ¿ 1.53 Miles ¿ Torch Hill Road from South Lumpkin Road to Fort Benning Road ¿ 0.54 Miles ¿ Morris Road from Forrest Road to Buena Vista Road ¿ 2.49 Miles ¿ North Lumpkin Road from Cusseta/Andrews/Brown to Victory Drive/US 280 ¿ 1.41 Miles ¿ 30th Avenue from Cusseta Road to Victory Drive/US 280 ¿ 0.68 Miles ¿ Andrews Road from Cusseta/N. Lumpkin/Brown to Buena Vista Road ¿ 1.07 Miles ¿ Double Churches Road from River Road to I-185 Overpass Bridge- 2 Miles,3598777.05,Maintenance,Shanda G. Marsh
0017694,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017694,COMPLETED-CONSTRUCTION,Various Locs - Pvmnt Mrkg,"Signing and marking project to include the installation of advanced warning pavement markings and standard roadway signs for one hundred thirteen (113) at-grade highway-railway crossings throughout District 5. Eighteen (18) of total crossings also include small construction projects to include either sidewalk installation or raised median installation near the railway tracks. The crossings are in Tattnall, Toombs, Montgomery, Wheeler, Telfair, Chatham, Evans, Bryan, Liberty, and Camden County.",698889.95,Safety,Jason W. Mobley
0017697,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017697,PRE-CONSTRUCTION,SR 38/US 84 From Flowers Drive To Patriots Trail - Vru,This project proposes median work within the corridor of SR 38/US 84 From CS 971/Flowers Drive to CS 502/Patriots Trail in Liberty County. A raised median will be installed on SR 38 with RCUTS installed at 8 locations. The project is 3 miles in length.,9512000.0,Safety,Julian Ivey
0017698,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017698,COMPLETED-CONSTRUCTION,SR 5/SR 515 - Inter Inprov,The recommendation is to construct an RCUT including new median openings to the north and south for the U-turns. No additional Right of Way will be required for either phase. All work will be within existing Right of Way where there will be no environmental impact.,2158201.66,Safety,Antroy Singleton
0017699,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017699,COMPLETED-CONSTRUCTION,Various County RDs - Signing & Pvmnt Mrkg,No data found,No data found,No data found,No data found
0017700,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017700,COMPLETED-CONSTRUCTION,Various Locs - Off-System Safety Improv,"Off-system safety project including 52.44 miles of highway signs, striping and pavement markings on 25 county roads in Banks County.",227094.61000000002,Safety,Charity L. Belford
0017701,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017701,COMPLETED-CONSTRUCTION,Various Locs - Off-System Safety Improv,Off-system safety project including 79.44 miles of striping and pavement markings on 12 county roads in Miller County,300835.91000000003,Safety,Charity L. Belford
0017702,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017702,COMPLETED-CONSTRUCTION,Various Locs - Pvmnt Mrkg,"Off-system safety project including 84.59 miles of highway signs, striping and/or pavement markings on 10 county roads in Randolph County",231963.19999999998,Safety,Charity L. Belford
0017703,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017703,COMPLETED-CONSTRUCTION,Various County RDs - Off-System Safety Improv,"Off-system safety project including 64.69 miles of highway signs, striping and pavement markings on 23 county roads in Seminole County.",206355.51,Safety,Charity L. Belford
0017704,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017704,COMPLETED-CONSTRUCTION,Various Locations - Pvmnt Mrkg,No data found,No data found,No data found,No data found
0017705,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017705,COMPLETED-CONSTRUCTION,Various County RDs - Signing & Pvmnt Mrkg,"Off-system safety project including 58.56 miles of highway signs, striping and pavement markings on 18 county roads in Richmond County.",815562.9,Safety,Charity L. Belford
0017706,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017706,COMPLETED-CONSTRUCTION,"Johnson Corner RD (CR 333) - Sign, Plmx Resurface & Shoulder Rehab",No data found,No data found,No data found,No data found
0017707,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017707,COMPLETED-CONSTRUCTION,Various Locs - Off-System Safety Improv,"Off-system safety project including 10.55 miles of highway signs, striping and pavement markings on 3 county roads and 1.64 miles of 2-ft shoulder widening on 1 county road in Houston County.",270355.27,Safety,Charity L. Belford
0017708,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017708,COMPLETED-CONSTRUCTION,Various County RDs - Off System Safety Improv,"Off-system safety project including 25.4 miles of highway signs, striping and pavement markings on 14 county roads in Henry County.",208237.34,Safety,Charity L. Belford
0017709,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017709,COMPLETED-CONSTRUCTION,"Various County RDs - Plmx Rsrf, Pvmnt Mrkg & Shoulder Rehab",No data found,No data found,No data found,No data found
0017710,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017710,COMPLETED-CONSTRUCTION,Various Cnty RDs - Oss,"Off-system safety project including 69.67 miles of highway signs, striping and pavement markings on 19 county roads in McDuffie County.",504209.32,Safety,Charity L. Belford
0017711,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017711,COMPLETED-CONSTRUCTION,Various Cnty RDs - Oss,Off-system safety project including 1.8 miles of striping on 2 city roads in Cobb County (City of Acworth),28940.61,Safety,Charity L. Belford
0017712,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017712,COMPLETED-CONSTRUCTION,Various Cnty RDs - Oss,Off-system safety project including 56.2 miles of striping and pavement markings on 17 county roads in Pickens County,293957.91000000003,Safety,Charity L. Belford
0017713,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017713,COMPLETED-CONSTRUCTION,Various County RDs - Pvmnt Mrkg,No data found,No data found,No data found,No data found
0017714,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017714,COMPLETED-CONSTRUCTION,Various Locs - Off-System Safety Improvements,No data found,No data found,No data found,No data found
0017715,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017715,COMPLETED-CONSTRUCTION,Various County RDs - Pavement Mkg Upgrades,No data found,No data found,No data found,No data found
0017716,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017716,COMPLETED-CONSTRUCTION,Various Locs - Pvmnt Mrkg,No data found,No data found,No data found,No data found
0017718,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017718,UNDER-CONSTRUCTION,SR 141 - Intersection Improv,"The proposed improvement includes the restriping to provide dual left-turn lanes along the eastbound and westbound approaches of Winters Chapel Road. The existing channelizing islands on SR 141 will be modified to allow for lanes along SR 141 to receive dual lefts. Additionally, the proposed improvement will restripe the SR 141 exit ramps to convert the shared left-turn/through lanes to exclusive through lanes. The existing U-turn lane along the southbound SR 141 exit ramp would be converted to shared U-turn/left-turn lanes. Split phase operations will be removed from this intersection.",1431801.08,Reconstruction/Rehabilitation,Tahirah Slaughter
0017719,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017719,PRE-CONSTRUCTION,SR 20 We From Hudson Street To Mason Street,The proposed improvement would construct an additional through SR 20 WB lane from Veterans Memorial Blvd to Kelly Mill Rd by widening and altering existing turn lanes to shared through turn lanes. The additional lane increases the capacity of SR 20 WB and decreases delays along the entire network.,1659000.5,Reconstruction/Rehabilitation,Tahirah Slaughter
0017726,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017726,COMPLETED-CONSTRUCTION,Various Locations - Rr Signing & Pvmnt Mrkg,No data found,No data found,No data found,No data found
0017727,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017727,COMPLETED-CONSTRUCTION,Various Locations - Rr Signing & Pvmnt Mrkg,No data found,No data found,No data found,No data found
0017728,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017728,COMPLETED-CONSTRUCTION,Various Locs - Pvmnt Mrkg,"The proposed off-system safety project would provide safety upgrades to 16 county roads in Liberty County with a total length of 42.05 miles. Upgrades include signs, striping, pavement markings, and/or 2-foot shoulder widening",806026.9199999999,Safety,Charity L. Belford
0017731,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017731,PRE-CONSTRUCTION,SR 52 @ Anderson Creek Tributary,"This steel culvert (Structure ID 123-0023-0; SR 52 over Anderson Creek Tributary) was installed in 1941. The steel culvert consists of 3 barrels. The culvert was designed for an H 15 vehicle. Each barrel of the culvert is experiencing section loss and corrosion. Silt build-up is present in all three barrels. Due to the condition of this culvert, replacement is necessary.",4016229.51,Replacement,Tushar Raiyani
0017739,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017739,PRE-CONSTRUCTION,SR 17/SR 75 @ Chattahoochee River,This project replaces the existing bridge on SR 17/SR 75 @ CHATTAHOOCHEE RIVER in White County.,11057984.53,Replacement,Jasmine Chatman
0017740,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017740,COMPLETED-CONSTRUCTION,"Various Locs - Mill, Plmx Rsrf",No data found,No data found,No data found,No data found
0017742,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017742,COMPLETED-CONSTRUCTION,Various County RDs- Signing Upgs,"Andrew Young International Blvd from Centennial Olympic Park to Piedmont Ave NE to add lane markings, signage, formalize parking and refresh crosswalks. United Ave SE from Moreland Ave SE to Ormewood Ave SE to add lane markings (including bike lane), signage, buffer with flex posts alongside bike lane to narrow lanes and protect bikes. Lane widths will be reduced to make room for bike lanes. Extend bike lanes to Gilbert St",738998.62,Safety,Charity L. Belford
0017743,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017743,COMPLETED-CONSTRUCTION,Various County RDs - Signing & Pavement Mkg Upgrades,No data found,No data found,No data found,No data found
0017753,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017753,COMPLETED-CONSTRUCTION,Various County RDs - Off System Upgs,No data found,No data found,No data found,No data found
0017756,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017756,PRE-CONSTRUCTION,I-16 @ I-75 - Its Deployment - Phase I,"This project will include installation of closed-circuit television (CCTV), Dynamic Message Sign (DMS) and vehicle detection systems to support motorists through the TMC¿s Navigator Advanced Traffic Monitoring System (ATMS) platform, CHAMP Incident Management and Georgia¿s 511 Program.",1257300.88,Reconstruction/Rehabilitation,Michelle Wright
0017769,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017769,PRE-CONSTRUCTION,Salem Church Road @ CSX #638221T; Inc Pecan Grove Road,,1461726.13,Safety,Edlin Mincius Regis
0017771,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017771,COMPLETED-CONSTRUCTION,Robertson Bridge Road (CR 156) - Bridge Rehab,No data found,No data found,No data found,No data found
0017772,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017772,COMPLETED-CONSTRUCTION,Browns Bridge Road (CR 96)  -  Bridge Rehab,"Bridge Replacement of Browns Bridge Road at Mill Shoal Creek. This bridge is deficient and requires posting due to section loss in beam ends, and beams 1 and 9 are spliced with cut outs in the bottom flange near splice.",1421492.8,Replacement,Sumit Gevaria
0017773,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017773,COMPLETED-CONSTRUCTION,Bald Eagle RD (CR 285) - Bridge Replac,Bridge Replacement of Bald Eagle Road at Littles Creek. This bridge is currently closed due failure of the structure during a flood event in April 2019.,1464246.35,Replacement,Sumit Gevaria
