ID,URL,County,Desc_short,Status,District,Cost_estimate,Desc_long,Manager,Type
M004812,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004812,Barrow,SR 8 From CR 269/Russell Cemetery Road To SR 316,PRE-CONSTRUCTION,10,713541.81,No description.,Arthur Mckinley Wilson II,Maintenance
M004817,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004817,Baldwin,SR 49 From Jones County Line To SR 22,PRE-CONSTRUCTION,8,4120569.6,No description.,Arthur Mckinley Wilson II,Maintenance
M004819,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004819,Baldwin,"SR 22 - Milling, Inlay, Plmx Resurface & Shoulder Rehab",COMPLETED-CONSTRUCTION,8,4006069.0,"This project, selected by the District Maintenance Office, is the resurfacing of SR 22 to improve the roadways current low PACES rating.",Kevin Matthew Bailey,Maintenance
M004823,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004823,Bibb,SR 87 Conn From SR 19 To SR 87,PRE-CONSTRUCTION,2,33112.0,No description.,Arthur Mckinley Wilson II,Maintenance
M004850,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004850,Baldwin,SR 29Bu/US 441Bu From SR 29/US 441 To SR 22,PRE-CONSTRUCTION,8,1762906.6,No description.,Arthur Mckinley Wilson II,Maintenance
M004854,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004854,Bleckley,SR 126 From SR 26 To Gum Swamp Creek,PRE-CONSTRUCTION,8,993351.6,No description.,Arthur Mckinley Wilson II,Maintenance
M004855,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004855,Butts,SR 42 From Monroe County Line To SR 16,PRE-CONSTRUCTION,10,2162967.0,No description.,Arthur Mckinley Wilson II,Maintenance
M004857,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004857,Chattahoochee,SR 26 From SR 520 To Marion County Line,PRE-CONSTRUCTION,2,732963.0,No description.,Arthur Mckinley Wilson II,Maintenance
M004863,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004863,Ben Hill,SR 107 From CR 483/Jacksonville Hwy To SR 206,PRE-CONSTRUCTION,8,518145.0,No description.,Arthur Mckinley Wilson II,Maintenance
M004879,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004879,Cobb,"SR 5 Spur - Mill, Inlay & Plmx Resf",COMPLETED-CONSTRUCTION,11,768156.76,"This project, selected by the District Maintenance Office, is the resurfacing of SR 5 to improve the roadways current PACES rating of 71.5.",Arthur Mckinley Wilson II,Maintenance
M004944,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004944,Fulton,SR 70 From Douglas County Line To SR 154,PRE-CONSTRUCTION,6,274230.0,No description.,Arthur Mckinley Wilson II,Maintenance
M004945,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004945,Troup,SR 14 From Alabama State Line To SR 18,PRE-CONSTRUCTION,3,426771.0,No description.,Arthur Mckinley Wilson II,Maintenance
M004957,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004957,Fulton,SR 14 Alt/SR 154 From SR 14 To SR 70,PRE-CONSTRUCTION,6,603306.0,No description.,Arthur Mckinley Wilson II,Maintenance
M004962,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004962,Sumter,"SR 27 - Milling,Inlay, Plmx Rsrf, Shoulder Rehab",COMPLETED-CONSTRUCTION,2,5257336.97,"This project, selected by the District Maintenance Office, is the resurfacing at SR 27 to improve the roadways current low PACES rating.",Kevin Matthew Bailey,Maintenance
M004965,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004965,Douglas,"SR 92 - Milling, Inlay, Plmx Rsrf, Shoulder Rehab",COMPLETED-CONSTRUCTION,6,5108757.54,"This project, selected by the District Maintenance Office, is the resurfacing of SR 92 to improve the roadways current low PACES rating.",Kevin Matthew Bailey,Maintenance
M004970,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004970,Sumter,SR 27 From SR 3 To 0.06 MI W Of SR 49,PRE-CONSTRUCTION,2,131131.0,No description.,Arthur Mckinley Wilson II,Maintenance
M004974,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004974,"Dooly , Houston , Macon","SR 329 - Milling, Plmx Resurface & Shld Rehab",COMPLETED-CONSTRUCTION,8,2682289.86,"This project, selected by the District Maintenance Office, is the resurfacing of SR 329 to improve the roadways current low PACES rating.",Kevin Matthew Bailey,Maintenance
M004984,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004984,Fayette,SR 85 From SR 314 To Clayton County Line,PRE-CONSTRUCTION,6,847709.0,No description.,Arthur Mckinley Wilson II,Maintenance
M004987,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004987,Washington,SR 15 From Johnson County Line To NS #732742P,PRE-CONSTRUCTION,12,2260779.0,No description.,Arthur Mckinley Wilson II,Maintenance
M004999,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004999,Putnam,SR 24Bu/US 441Bu From SR 16 To SR 24/US 441,PRE-CONSTRUCTION,10,338479.59,No description.,Arthur Mckinley Wilson II,Maintenance
M005002,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005002,Spalding,"SR 92 - Mill, Inlay, Plmx Rsrf",COMPLETED-CONSTRUCTION,3,1812830.91,No description.,,
M005012,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005012,Dougherty,SR 133 From Worth County Line To CR 540/Mock Road,PRE-CONSTRUCTION,2,2450000.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005017,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005017,Henry,SR 20 From Newton County Line To CS 992/Mcgarity Road,PRE-CONSTRUCTION,10,823112.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005021,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005021,Jasper,SR 212 From SR 16 To Putnam County Line,PRE-CONSTRUCTION,10,2566158.3,No description.,Arthur Mckinley Wilson II,Maintenance
M005022,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005022,Muscogee,SR 85 From SR 1 To SR 1,PRE-CONSTRUCTION,2,22500000.0,This project is the resurfacing of S.R. 85 because the existing pavement is deteriorating and COPACES ratings are low.,Joo Kim,Maintenance
M005023,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005023,Ware,SR 38 From CR 71/Ammons Road To SR 520,PRE-CONSTRUCTION,1,1875550.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005024,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005024,Troup,SR 14 From E Of CS 1135/Davis Road To Coweta County Line,PRE-CONSTRUCTION,3,4460840.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005025,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005025,Troup,SR 18 From SR 14 To I-85,PRE-CONSTRUCTION,3,392861.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005026,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005026,Decatur,SR 309 From SR 97 To SR 262,PRE-CONSTRUCTION,2,27613.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005039,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005039,Jasper,SR 11 SO From SR 11 To SR 11,PRE-CONSTRUCTION,10,18350.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005044,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005044,Houston,"SR 224 - Milling, Inlay & Plmx Resf",UNDER-CONSTRUCTION,8,6522379.22,"This project, selected by the District Maintenance Office, is the resurfacing of SR 224 to improve the roadways current low PACES rating.",Kevin Matthew Bailey,Maintenance
M005047,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005047,Sumter,SR 27 From SR 49 To SR 3,PRE-CONSTRUCTION,2,378945.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005057,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005057,Grady,SR 93 From SR 111 To SR 38,PRE-CONSTRUCTION,2,210720.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005062,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005062,Henry,SR 81 From SR 3 To SR 20,PRE-CONSTRUCTION,3,42134.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005074,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005074,Marion,SR 26 From Chattahoochee County Line To Schley County Line,PRE-CONSTRUCTION,2,8339938.84,No description.,Kevin Matthew Bailey,Maintenance
M005089,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005089,Pulaski,SR 27 From SR 11 To Ocmulgee River,PRE-CONSTRUCTION,8,52153.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005091,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005091,Stewart,SR 27 - Pltmx Resurf,UNDER-CONSTRUCTION,2,4498035.4,"This project, selected by the District Maintenance Office, is the resurfacing of SR 27 to improve the roadways current low PACES rating.",Kevin Matthew Bailey,Maintenance
M005092,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005092,Taylor,SR 90 From SR 3 To SR 137,PRE-CONSTRUCTION,2,18653.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005093,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005093,Troup,SR 100 From SR 14 To Coweta County Line,PRE-CONSTRUCTION,3,390704.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005094,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005094,Early,SR 45 From Miller County Line To Calhoun County Line,PRE-CONSTRUCTION,2,2277509.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005095,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005095,"Echols , Lanier",SR 11 From SR 94/Echols County To SR 38/Lanier County,PRE-CONSTRUCTION,8,3046278.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005099,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005099,Warren,"SR 12 - Mill, Inlay, Plmx Rsrf, Shoulder Rehab",COMPLETED-CONSTRUCTION,12,732079.46,"This project, selected by the District Maintenance Office, is the resurfacing of SR 12 to improve the roadways current low PACES rating.",Kevin Matthew Bailey,Maintenance
M005124,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005124,Toombs,SR 30 From CS 770/CS 673/Broadfoot Blvd To SR 4/US 1,PRE-CONSTRUCTION,12,1895927.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005130,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005130,Jefferson,"SR 4 Bus - Mill, Inlay, Plmx Rsrf",UNDER-CONSTRUCTION,12,1318017.07,"This project, selected by the District Maintenance Office, is the resurfacing of SR 4 BU to improve the roadways current low OCI score.",Kevin Matthew Bailey,Maintenance
M005131,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005131,"Emanuel , Treutlen",SR 171 From SR 56/Treutlen To SR 26/Emanuel,PRE-CONSTRUCTION,12,1148311.97,No description.,Arthur Mckinley Wilson II,Maintenance
M005132,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005132,Washington,SR 242 Spur From SR 242 To CS 740/Kaolin Road,PRE-CONSTRUCTION,12,450687.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005134,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005134,Stewart,"SR 520 - Milling, Plmx Resurface & Ss Surf Trt Pav",COMPLETED-CONSTRUCTION,2,6280347.96,"This project, selected by the District Maintenance Office, is the resurfacing of SR 520 to improve the roadways current low PACES rating of 65.",Jack Raymond Grant Jr,Maintenance
M005140,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005140,Peach,SR 49 From I-75 To N Of CR 170/Whispering Circle,PRE-CONSTRUCTION,2,237232.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005141,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005141,Grady,SR 111/SR 188 From SR 38 To SR 93,PRE-CONSTRUCTION,2,193159.0,This project is the resurfacing of SR 111/SR 188 due to the deteriation of the existing roadway and COPACES ratings that are low.,Arthur Mckinley Wilson II,Maintenance
M005145,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005145,Jefferson,SR 4 From SR 4Bu/Kennedy Road To N Of SR 4Bu/Main Street,PRE-CONSTRUCTION,12,1986703.2,No description.,Arthur Mckinley Wilson II,Maintenance
M005147,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005147,Burke,SR 80 From SR 56 Spur To SR 56,PRE-CONSTRUCTION,12,1618795.2,No description.,Arthur Mckinley Wilson II,Maintenance
M005148,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005148,Burke,SR 24 From 0.08 MI W Of CS 543/Cemetery Road To SR 121 Bypass,PRE-CONSTRUCTION,12,3197688.02,No description.,Arthur Mckinley Wilson II,Maintenance
M005149,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005149,Greene,SR 77 From SR 15 To SR 12,PRE-CONSTRUCTION,10,1223276.62,No description.,Arthur Mckinley Wilson II,Maintenance
M005152,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005152,Jefferson,SR 88 From SR 80 To Burke County Line,PRE-CONSTRUCTION,12,2256531.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005153,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005153,Treutlen,SR 15 From I-16 To Emanuel County Line,PRE-CONSTRUCTION,12,623196.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005158,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005158,Sumter,"SR 27 - Mill, Plmx Rsrf, Srfc Trt, Shoulder Rehab",COMPLETED-CONSTRUCTION,2,2574109.15,"This project, selected by the District Maintenance Office, is the resurfacing of SR 27 to improve the roadways current low PACES rating.",Arthur Mckinley Wilson II,Maintenance
M005159,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005159,Sumter,SR 49 From Terrell County Line To SR 27,PRE-CONSTRUCTION,2,1390752.0,"This project, selected by the District Maintenance Office, is the resurfacing of SR 49 to improve the roadways current low OCI score.",Kevin Matthew Bailey,Maintenance
M005160,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005160,Talbot,SR 22/SR 90/SR 208 - Pltmx Resurf,UNDER-CONSTRUCTION,2,3585026.51,"This project, selected by the District Maintenance Office, is the resurfacing of SR 22 to improve the roadways current PACES rating of 55.",Kevin Matthew Bailey,Maintenance
M005161,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005161,Taylor,SR 3 So/US 19 From SR 3 To SR 3 In Butler,PRE-CONSTRUCTION,2,115283.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005165,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005165,Decatur,SR 38Bu/US 84Bu From CSX #637632V To Frontage Road,PRE-CONSTRUCTION,2,493743.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005168,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005168,Miller,SR 1 From 1.15 MI S Of CS 540/Brooks St To 0.20 MI N Of SR 91,PRE-CONSTRUCTION,2,867457.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005169,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005169,Worth,SR 133 From Colquitt County Line To Dougherty County Line,PRE-CONSTRUCTION,8,3050000.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005176,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005176,Marion,SR 137 From SR 355 To SR 41,PRE-CONSTRUCTION,2,0.0,"This project, selected by the District Maintenance Office, is the resurfacing of SR 137 to improve the roadways current low OCI score.",Kevin Matthew Bailey,Maintenance
M005177,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005177,"Schley , Sumter",SR 153 From SR 30/Sumter To SR 26/Schley,PRE-CONSTRUCTION,2,2264475.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005181,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005181,Berrien,SR 11 From SR 37 To SR 76/SR 125,PRE-CONSTRUCTION,8,4526755.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005202,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005202,Jefferson,SR 80 From SR 17 To SR 296,PRE-CONSTRUCTION,12,804787.25,No description.,Arthur Mckinley Wilson II,Maintenance
M005203,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005203,Johnson,SR 15 From Wrightsville City Limits To Washington County Line,PRE-CONSTRUCTION,12,1536000.54,No description.,Arthur Mckinley Wilson II,Maintenance
M005208,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005208,Colquitt,SR 111 From Mitchell County Line To SR 33 So,PRE-CONSTRUCTION,8,2449620.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005210,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005210,Tift,SR 35 From SR 520 To Irwin County Line,PRE-CONSTRUCTION,8,0.0,"This project, selected by the District Maintenance Office, is the resurfacing of SR 35 to improve the roadways current low PACES rating of 66.",Kevin Matthew Bailey,Maintenance
M005212,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005212,Lee,SR 520 From Terrell County Line To CR 171/N Doublegate Drive,PRE-CONSTRUCTION,2,846188.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005216,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005216,"Ben Hill , Irwin , Turner",SR 107 From W Of Alapaha River To Jacksonville Hwy,PRE-CONSTRUCTION,8,6251608.0,No description.,Kevin Matthew Bailey,Maintenance
M005242,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005242,Lee,SR 520 From CR 171/N Doublegate Drive To Dougherty County Line,PRE-CONSTRUCTION,2,515071.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005249,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005249,Brooks,SR 122 From Pavo City To SR 333,PRE-CONSTRUCTION,8,1773542.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005250,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005250,Thomas,SR 111 From Grady County Line To Mitchell County Line,PRE-CONSTRUCTION,2,1691775.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005254,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005254,Burke,SR 56 Spur From SR 56 To SR 80,PRE-CONSTRUCTION,12,25168.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005257,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005257,Treutlen,SR 46 From Wheeler County Line To SR 56,PRE-CONSTRUCTION,12,1597944.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005258,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005258,Dooly,SR 230 Conn From SR 90 To SR 230,PRE-CONSTRUCTION,2,33715.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005260,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005260,Meriwether,SR 54 Spur From SR 41 To SR 54,PRE-CONSTRUCTION,3,17780.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005262,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005262,Monroe,SR 18 - Pltmx Resurf,COMPLETED-CONSTRUCTION,8,4453645.5,"This project, selected by the District Maintenance Office, is the resurfacing of SR 18 to improve the roadways current low PACES rating.",Kevin Matthew Bailey,Maintenance
M005267,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005267,Talbot,SR 315 - Pltmx Resurf,COMPLETED-CONSTRUCTION,2,3394690.42,"This project, selected by the District Maintenance Office, is the resurfacing of SR 85 to improve the roadways current low OCI score.",Kevin Matthew Bailey,Maintenance
M005268,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005268,Twiggs,SR 112 From Wilkinson County Line To Bleckley County Line,PRE-CONSTRUCTION,8,50221.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005272,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005272,Randolph,SR 41 From SR 50 To SR 50,PRE-CONSTRUCTION,2,111856.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005276,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005276,Turner,SR 159 From SR 7 To I-75,PRE-CONSTRUCTION,8,263400.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005278,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005278,Telfair,SR 117 From SR 31 To SR 132,PRE-CONSTRUCTION,8,1307342.5,No description.,Arthur Mckinley Wilson II,Maintenance
M005283,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005283,Meriwether,SR 109 - Pltmx Resurf,UNDER-CONSTRUCTION,3,4478385.65,"This project, selected by the District Maintenance Office, is the resurfacing of SR 109 to improve the roadways current low OCI score. Last Resurfaced - No information in GeoPi.",Kevin Matthew Bailey,Maintenance
M005289,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005289,Washington,SR 272 From SR 68 To SR 24,PRE-CONSTRUCTION,12,3059048.79,No description.,Kevin Matthew Bailey,Maintenance
M005291,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005291,Meriwether,SR 109 Spur From SR 18 To SR 74/SR 85,PRE-CONSTRUCTION,3,911775.0,No description.,Kevin Matthew Bailey,Maintenance
M005303,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005303,Wilcox,SR 112 From Rochelle City Limits To Pulaski County Line,PRE-CONSTRUCTION,8,1941806.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005318,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005318,"Dodge , Laurens",SR 31/US 319 From Wheeler County Line To I-16,PRE-CONSTRUCTION,12,2868912.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005323,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005323,Lanier,SR 64 From Berrien County Line To Atkinson County Line,PRE-CONSTRUCTION,8,296770.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005330,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005330,McDuffie,SR 150 From SR 17/SR 223 To I-20,PRE-CONSTRUCTION,12,987205.7,No description.,Arthur Mckinley Wilson II,Maintenance
M005331,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005331,Peach,SR 42 From SR 49 To Crawford County Line,PRE-CONSTRUCTION,2,777983.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005355,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005355,Ware,SR 4/US 1 From 0.3 MI S Of SR 177 To CS 973/Havanna Ave,PRE-CONSTRUCTION,1,1360762.5,No description.,Arthur Mckinley Wilson II,Maintenance
M005359,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005359,Peach,SR 7 Conn From Just E Of SR 7 To SR 96,PRE-CONSTRUCTION,2,22477.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005416,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005416,Fulton,Trees Along Moores Mill RD @ I-75,PRE-CONSTRUCTION,6,75000.0,No description.,Normand E. Cressman,Maintenance
M005508,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005508,Walton,SR 20 From Gwinnett County Line To Rockdale County Line,PRE-CONSTRUCTION,10,1960411.0,This project is the resurfacing of SR 20 due to the deteriation of the existing roadway and COPACES ratings that are low.,Arthur Mckinley Wilson II,Maintenance
M005546,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005546,All Counties,Maintenance Preservation @ 10 Locs In District 1,PRE-CONSTRUCTION,1,2039355.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005559,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005559,All Counties,Maintenance Preservation @ 5 Locs In District 4 Area 5,PRE-CONSTRUCTION,1,3895814.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005570,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005570,Carroll,I-20/SR 402 - Bridge Rehab,COMPLETED-CONSTRUCTION,3,8100979.88,"The work involves Bridge Rehabilitation Â¿ Bridge Jacking, deck preservation, cap strengthening and painting of steel beams at the folliwng six (6) locations: 1.South Vanwert Road ( CR 1374) over I-20 (SR402), Structure ID 045-0054-0, Carroll County 2.Pleasant Ridge Road (CR 261) over I-20 (SR 402), Structure ID 045-0088-0, Carroll County 3.Pleasant Grove Road (CR 830) over I-20 (SR 402), Structure ID 045-0073-0, Carroll County 4.Bar J Road (CS 778) over I-20 (SR 402), Structure ID 045-0053-0, Carroll County 5.Levans Road (CR 291) over I-20 (SR 402), Structure ID 045-0051-0, Carroll County 6.Miller Academy Road (CR 244) over I-20 (SR 402), Structure ID 045-0050-0, Carroll County",Rabindra Koirala,Maintenance
M005591,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005591,"Baldwin , Wilkinson",SR 29/US 441 From S Of CR 156/Rc Starkey RD To N Of SR 29Bu,PRE-CONSTRUCTION,8,5056792.78,No description.,Arthur Mckinley Wilson II,Maintenance
M005592,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005592,Wilkinson,SR 29/US 441 From Lauren County Line To SR 96,PRE-CONSTRUCTION,8,4985600.0,No description.,Arthur Mckinley Wilson II,Maintenance
M005593,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005593,Morgan,SR 24/US 129 From SR 12 To Oconee County Line,PRE-CONSTRUCTION,10,1878419.0,No description.,Arthur Mckinley Wilson II,Maintenance
